task_id	process	hash	name	status	start	complete	duration	%cpu	cpus	memory
332	taxonomyProcess	5a/edb79e	taxonomyProcess (61)	COMPLETED	2025-09-10 16:51:04.497	2025-09-10 16:52:57.588	1m 53s	111.6%	8	12 GB
330	taxonomyProcess	85/aa4503	taxonomyProcess (60)	COMPLETED	2025-09-10 16:50:49.424	2025-09-10 16:52:57.708	2m 8s	110.2%	8	12 GB
334	fastqcTrimmed	31/9a11ac	fastqcTrimmed (62)	COMPLETED	2025-09-10 16:52:57.808	2025-09-10 16:53:02.653	4.9s	164.9%	8	12 GB
333	taxonomyProcess	6e/29516f	taxonomyProcess (62)	COMPLETED	2025-09-10 16:52:57.688	2025-09-10 16:54:22.824	1m 25s	115.4%	8	12 GB
335	fastqcTrimmed	0a/e50968	fastqcTrimmed (63)	COMPLETED	2025-09-10 16:54:22.924	2025-09-10 16:54:27.709	4.9s	137.1%	8	12 GB
336	taxonomyProcess	a0/fda6df	taxonomyProcess (63)	COMPLETED	2025-09-10 16:53:02.754	2025-09-10 16:55:36.944	2m 34s	108.6%	8	12 GB
337	fastqcTrimmed	34/afd498	fastqcTrimmed (64)	COMPLETED	2025-09-10 16:55:37.045	2025-09-10 16:55:41.820	4.9s	158.5%	8	12 GB
339	fastqcTrimmed	8b/5e4377	fastqcTrimmed (65)	COMPLETED	2025-09-10 16:55:41.921	2025-09-10 16:55:46.688	4.9s	156.8%	8	12 GB
338	taxonomyProcess	6a/8f8183	taxonomyProcess (64)	COMPLETED	2025-09-10 16:54:27.809	2025-09-10 16:56:34.475	2m 7s	110.4%	8	12 GB
340	taxonomyProcess	35/b078da	taxonomyProcess (65)	COMPLETED	2025-09-10 16:55:46.788	2025-09-10 16:57:06.658	1m 20s	116.5%	8	12 GB
341	fastqcTrimmed	a2/e090a0	fastqcTrimmed (66)	COMPLETED	2025-09-10 16:57:06.758	2025-09-10 16:57:11.539	4.9s	153.6%	8	12 GB
342	taxonomyProcess	f7/30323c	taxonomyProcess (66)	COMPLETED	2025-09-10 16:56:34.575	2025-09-10 16:57:25.240	50.8s	126.0%	8	12 GB
343	fastqcTrimmed	c6/2fca68	fastqcTrimmed (67)	COMPLETED	2025-09-10 16:57:25.340	2025-09-10 16:57:30.108	4.9s	164.9%	8	12 GB
345	taxonomyProcess	f6/5c2326	taxonomyProcess (68)	COMPLETED	2025-09-10 16:57:30.208	2025-09-10 16:58:31.344	1m 1s	121.5%	8	12 GB
346	fastqcTrimmed	ad/6bb4df	fastqcTrimmed (68)	COMPLETED	2025-09-10 16:58:31.444	2025-09-10 16:58:36.225	4.9s	140.9%	8	12 GB
344	taxonomyProcess	f7/249dd1	taxonomyProcess (67)	COMPLETED	2025-09-10 16:57:11.640	2025-09-10 16:58:53.123	1m 42s	112.9%	8	12 GB
347	fastqcTrimmed	32/8a476e	fastqcTrimmed (69)	COMPLETED	2025-09-10 16:58:53.223	2025-09-10 16:58:58.000	4.9s	151.8%	8	12 GB
350	taxonomyProcess	95/12da1a	taxonomyProcess (70)	COMPLETED	2025-09-10 16:58:58.100	2025-09-10 17:00:36.189	1m 38s	113.3%	8	12 GB
351	fastqcTrimmed	2b/5cbb73	fastqcTrimmed (70)	COMPLETED	2025-09-10 17:00:36.289	2025-09-10 17:00:41.052	4.9s	152.3%	8	12 GB
349	multiqcRaw	f3/a71192	multiqcRaw	COMPLETED	2025-09-10 17:00:41.152	2025-09-10 17:00:47.990	6.9s	109.5%	8	12 GB
352	convertProcess	b2/a505f1	convertProcess (1)	COMPLETED	2025-09-10 17:00:48.090	2025-09-10 17:00:49.437	1.4s	1104.8%	8	12 GB
353	convertProcess	59/d8e745	convertProcess (2)	COMPLETED	2025-09-10 17:00:49.537	2025-09-10 17:00:50.872	1.4s	1335.7%	8	12 GB
354	convertProcess	59/b5a48d	convertProcess (3)	COMPLETED	2025-09-10 17:00:50.972	2025-09-10 17:00:52.318	1.4s	1055.6%	8	12 GB
355	convertProcess	90/142f8a	convertProcess (4)	COMPLETED	2025-09-10 17:00:52.418	2025-09-10 17:00:53.795	1.5s	1010.8%	8	12 GB
356	convertProcess	b7/508a7a	convertProcess (5)	COMPLETED	2025-09-10 17:00:53.895	2025-09-10 17:00:55.230	1.4s	1008.1%	8	12 GB
357	convertProcess	49/d6e405	convertProcess (6)	COMPLETED	2025-09-10 17:00:55.330	2025-09-10 17:00:56.687	1.5s	1024.3%	8	12 GB
358	convertProcess	b9/c3a890	convertProcess (7)	COMPLETED	2025-09-10 17:00:56.787	2025-09-10 17:00:58.166	1.5s	1064.1%	8	12 GB
359	convertProcess	f8/d18a5f	convertProcess (8)	COMPLETED	2025-09-10 17:00:58.266	2025-09-10 17:00:59.580	1.4s	1319.6%	8	12 GB
360	convertProcess	e6/5bacaf	convertProcess (9)	COMPLETED	2025-09-10 17:00:59.680	2025-09-10 17:01:01.045	1.5s	1081.7%	8	12 GB
361	convertProcess	a9/a65d30	convertProcess (10)	COMPLETED	2025-09-10 17:01:01.146	2025-09-10 17:01:02.497	1.5s	1077.3%	8	12 GB
362	convertProcess	b2/c7497c	convertProcess (11)	COMPLETED	2025-09-10 17:01:02.598	2025-09-10 17:01:03.967	1.5s	1101.7%	8	12 GB
363	convertProcess	34/c0a070	convertProcess (12)	COMPLETED	2025-09-10 17:01:04.067	2025-09-10 17:01:05.357	1.4s	1319.0%	8	12 GB
364	convertProcess	61/e763f9	convertProcess (13)	COMPLETED	2025-09-10 17:01:05.457	2025-09-10 17:01:06.766	1.4s	1230.8%	8	12 GB
365	convertProcess	0f/3a3fb5	convertProcess (14)	COMPLETED	2025-09-10 17:01:06.866	2025-09-10 17:01:08.190	1.4s	1321.8%	8	12 GB
366	convertProcess	1e/c9004d	convertProcess (15)	COMPLETED	2025-09-10 17:01:08.290	2025-09-10 17:01:09.633	1.4s	1070.4%	8	12 GB
367	convertProcess	97/30364b	convertProcess (16)	COMPLETED	2025-09-10 17:01:09.733	2025-09-10 17:01:11.109	1.5s	1102.6%	8	12 GB
368	convertProcess	3e/027f26	convertProcess (17)	COMPLETED	2025-09-10 17:01:11.209	2025-09-10 17:01:12.528	1.4s	1305.3%	8	12 GB
369	convertProcess	3e/508550	convertProcess (18)	COMPLETED	2025-09-10 17:01:12.628	2025-09-10 17:01:13.981	1.5s	1047.4%	8	12 GB
370	convertProcess	7a/7e98b6	convertProcess (19)	COMPLETED	2025-09-10 17:01:14.081	2025-09-10 17:01:15.387	1.4s	1309.9%	8	12 GB
371	convertProcess	92/4cdf85	convertProcess (20)	COMPLETED	2025-09-10 17:01:15.487	2025-09-10 17:01:16.798	1.4s	1269.0%	8	12 GB
372	convertProcess	1c/bed5f4	convertProcess (21)	COMPLETED	2025-09-10 17:01:16.898	2025-09-10 17:01:18.245	1.4s	1044.0%	8	12 GB
373	convertProcess	ff/e3adbb	convertProcess (22)	COMPLETED	2025-09-10 17:01:18.345	2025-09-10 17:01:19.661	1.4s	1312.7%	8	12 GB
374	convertProcess	2c/b7a292	convertProcess (23)	COMPLETED	2025-09-10 17:01:19.761	2025-09-10 17:01:21.131	1.5s	1104.8%	8	12 GB
375	convertProcess	c8/2ddb32	convertProcess (24)	COMPLETED	2025-09-10 17:01:21.230	2025-09-10 17:01:22.573	1.4s	1019.2%	8	12 GB
376	convertProcess	45/86d55b	convertProcess (25)	COMPLETED	2025-09-10 17:01:22.673	2025-09-10 17:01:24.006	1.4s	1224.4%	8	12 GB
377	convertProcess	4a/ed9edf	convertProcess (26)	COMPLETED	2025-09-10 17:01:24.106	2025-09-10 17:01:25.412	1.4s	1294.5%	8	12 GB
378	convertProcess	4c/01e183	convertProcess (27)	COMPLETED	2025-09-10 17:01:25.512	2025-09-10 17:01:26.879	1.5s	1032.8%	8	12 GB
379	convertProcess	18/5bf9f2	convertProcess (28)	COMPLETED	2025-09-10 17:01:26.979	2025-09-10 17:01:28.329	1.4s	1045.6%	8	12 GB
380	convertProcess	88/d49a64	convertProcess (29)	COMPLETED	2025-09-10 17:01:28.429	2025-09-10 17:01:29.752	1.4s	1176.8%	8	12 GB
381	convertProcess	01/c973a0	convertProcess (30)	COMPLETED	2025-09-10 17:01:29.852	2025-09-10 17:01:31.215	1.5s	1096.0%	8	12 GB
382	convertProcess	f7/1ca0b5	convertProcess (31)	COMPLETED	2025-09-10 17:01:31.315	2025-09-10 17:01:32.644	1.4s	1133.3%	8	12 GB
383	convertProcess	91/94fa39	convertProcess (32)	COMPLETED	2025-09-10 17:01:32.744	2025-09-10 17:01:34.086	1.4s	1027.2%	8	12 GB
384	convertProcess	5b/844f7a	convertProcess (33)	COMPLETED	2025-09-10 17:01:34.186	2025-09-10 17:01:35.518	1.4s	1107.2%	8	12 GB
385	convertProcess	f1/a3132a	convertProcess (34)	COMPLETED	2025-09-10 17:01:35.618	2025-09-10 17:01:36.966	1.4s	1036.0%	8	12 GB
386	convertProcess	44/515cac	convertProcess (35)	COMPLETED	2025-09-10 17:01:37.066	2025-09-10 17:01:38.387	1.4s	1030.1%	8	12 GB
387	convertProcess	ab/08898a	convertProcess (36)	COMPLETED	2025-09-10 17:01:38.487	2025-09-10 17:01:39.795	1.4s	1301.7%	8	12 GB
388	convertProcess	e3/f34f6b	convertProcess (37)	COMPLETED	2025-09-10 17:01:39.895	2025-09-10 17:01:41.258	1.5s	1019.0%	8	12 GB
389	convertProcess	d6/46706c	convertProcess (38)	COMPLETED	2025-09-10 17:01:41.358	2025-09-10 17:01:42.732	1.5s	1063.7%	8	12 GB
390	convertProcess	f7/94813f	convertProcess (39)	COMPLETED	2025-09-10 17:01:42.832	2025-09-10 17:01:44.195	1.5s	1021.7%	8	12 GB
391	convertProcess	60/6f5a0d	convertProcess (40)	COMPLETED	2025-09-10 17:01:44.295	2025-09-10 17:01:45.598	1.4s	1167.7%	8	12 GB
392	convertProcess	ef/e76968	convertProcess (41)	COMPLETED	2025-09-10 17:01:45.698	2025-09-10 17:01:47.023	1.4s	1124.6%	8	12 GB
393	convertProcess	f0/685147	convertProcess (42)	COMPLETED	2025-09-10 17:01:47.123	2025-09-10 17:01:48.456	1.4s	1166.2%	8	12 GB
394	convertProcess	2f/fbed76	convertProcess (43)	COMPLETED	2025-09-10 17:01:48.556	2025-09-10 17:01:49.905	1.4s	1038.0%	8	12 GB
395	convertProcess	18/cbbf5a	convertProcess (44)	COMPLETED	2025-09-10 17:01:50.005	2025-09-10 17:01:51.342	1.4s	1239.3%	8	12 GB
396	convertProcess	3a/04386f	convertProcess (45)	COMPLETED	2025-09-10 17:01:51.442	2025-09-10 17:01:52.788	1.4s	1055.9%	8	12 GB
397	convertProcess	6d/0e9208	convertProcess (46)	COMPLETED	2025-09-10 17:01:52.888	2025-09-10 17:01:54.216	1.4s	1312.5%	8	12 GB
398	convertProcess	b0/9bdc79	convertProcess (47)	COMPLETED	2025-09-10 17:01:54.317	2025-09-10 17:01:55.649	1.4s	1134.5%	8	12 GB
399	convertProcess	52/280263	convertProcess (48)	COMPLETED	2025-09-10 17:01:55.749	2025-09-10 17:01:57.061	1.4s	1307.4%	8	12 GB
400	convertProcess	df/bdf9e0	convertProcess (49)	COMPLETED	2025-09-10 17:01:57.161	2025-09-10 17:01:58.495	1.4s	1267.1%	8	12 GB
401	convertProcess	4c/a59292	convertProcess (50)	COMPLETED	2025-09-10 17:01:58.595	2025-09-10 17:01:59.950	1.5s	1071.2%	8	12 GB
402	convertProcess	79/52988d	convertProcess (51)	COMPLETED	2025-09-10 17:02:00.050	2025-09-10 17:02:01.385	1.4s	1264.6%	8	12 GB
403	convertProcess	2b/39c7af	convertProcess (52)	COMPLETED	2025-09-10 17:02:01.484	2025-09-10 17:02:02.806	1.4s	1132.7%	8	12 GB
404	convertProcess	11/af7ba0	convertProcess (53)	COMPLETED	2025-09-10 17:02:02.906	2025-09-10 17:02:04.239	1.4s	1290.5%	8	12 GB
405	convertProcess	22/94419b	convertProcess (54)	COMPLETED	2025-09-10 17:02:04.339	2025-09-10 17:02:05.709	1.5s	1054.6%	8	12 GB
406	convertProcess	95/72a8e1	convertProcess (55)	COMPLETED	2025-09-10 17:02:05.809	2025-09-10 17:02:07.166	1.5s	1054.9%	8	12 GB
407	convertProcess	bf/ef9dda	convertProcess (56)	COMPLETED	2025-09-10 17:02:07.266	2025-09-10 17:02:08.613	1.4s	1185.0%	8	12 GB
408	convertProcess	58/3994f5	convertProcess (57)	COMPLETED	2025-09-10 17:02:08.713	2025-09-10 17:02:10.051	1.4s	1152.2%	8	12 GB
409	convertProcess	25/7cbcff	convertProcess (58)	COMPLETED	2025-09-10 17:02:10.151	2025-09-10 17:02:11.475	1.4s	1271.5%	8	12 GB
410	convertProcess	79/5cac6c	convertProcess (59)	COMPLETED	2025-09-10 17:02:11.576	2025-09-10 17:02:12.929	1.5s	1324.1%	8	12 GB
411	convertProcess	97/8cb750	convertProcess (60)	COMPLETED	2025-09-10 17:02:13.030	2025-09-10 17:02:14.368	1.4s	1033.0%	8	12 GB
412	convertProcess	3b/60538e	convertProcess (61)	COMPLETED	2025-09-10 17:02:14.468	2025-09-10 17:02:15.777	1.4s	1280.0%	8	12 GB
413	convertProcess	c9/b43a57	convertProcess (62)	COMPLETED	2025-09-10 17:02:15.877	2025-09-10 17:02:17.231	1.5s	1047.6%	8	12 GB
414	convertProcess	4a/27d722	convertProcess (63)	COMPLETED	2025-09-10 17:02:17.331	2025-09-10 17:02:18.684	1.5s	1073.0%	8	12 GB
415	convertProcess	60/b8c24c	convertProcess (64)	COMPLETED	2025-09-10 17:02:18.785	2025-09-10 17:02:20.119	1.4s	1298.2%	8	12 GB
416	convertProcess	ed/7cfe79	convertProcess (65)	COMPLETED	2025-09-10 17:02:20.220	2025-09-10 17:02:21.533	1.4s	1310.3%	8	12 GB
417	convertProcess	6e/03239e	convertProcess (66)	COMPLETED	2025-09-10 17:02:21.634	2025-09-10 17:02:22.973	1.4s	1175.4%	8	12 GB
418	convertProcess	43/d09166	convertProcess (67)	COMPLETED	2025-09-10 17:02:23.073	2025-09-10 17:02:24.393	1.4s	1095.0%	8	12 GB
419	convertProcess	94/1f25a7	convertProcess (68)	COMPLETED	2025-09-10 17:02:24.494	2025-09-10 17:02:25.799	1.4s	1207.5%	8	12 GB
420	convertProcess	c9/e4b58e	convertProcess (69)	COMPLETED	2025-09-10 17:02:25.899	2025-09-10 17:02:27.256	1.5s	1092.4%	8	12 GB
421	multiqcTrimmed	98/e2961d	multiqcTrimmed	COMPLETED	2025-09-10 17:02:27.356	2025-09-10 17:02:34.128	6.9s	110.3%	8	12 GB
348	taxonomyProcess	0b/3f74b0	taxonomyProcess (69)	COMPLETED	2025-09-10 16:58:36.325	2025-09-10 17:03:35.892	5m	104.7%	8	12 GB
422	convertProcess	5c/6dbce7	convertProcess (70)	COMPLETED	2025-09-10 17:03:35.992	2025-09-10 17:03:37.279	1.4s	1052.3%	8	12 GB
423	statisticsProcess	a2/5eef5a	statisticsProcess	COMPLETED	2025-09-10 17:03:37.379	2025-09-10 17:03:47.318	10s	151.7%	8	12 GB
