# Constructed from biom file
#OTU ID	SRR29259892
995f24a59006db408560427b6a649956	121.0
30a23ac57c0a46d939c22e02d84f3bb7	47.0
4b04d6a723642216d8be1ec91c765a0d	56.0
2e0a365db983285f383d90527939c948	718.0
a99a84d9ed84f9b8e541911359ee0945	172.0
a7360841aa73363b39802c72eece8718	136.0
246e1c4ab7e50760b3d0d039cb7f5cfe	25.0
37ecc99853a40d49d91f04e080ea0682	5.0
9e67a866acca9717386eac93a76402d4	161.0
494a10b7251695cbb5a39e04760a6465	504.0
fce1b8ec4ff6b68c46b25589d2dcdb7c	14.0
8d933131b42cd1f4869c6aba013fa82d	9.0
b466c96ab0ee68de939fda95bb51d8ac	47.0
ad70f3f9f45ce2de33dc30aad3f6c1eb	5.0
082806d02e5845cb7a7bf3cb6ade0428	96.0
77e3d09645078670c5c4c90c9a04221d	15.0
71049bd52a567ba195bbfbaa84bd40ab	965.0
f716e057a8943462ee9a94767db201fd	22.0
a385abcfa2dcb5e3f89040abf4e0441e	120.0
eb8fb59d60a116d39e4747b66119565a	906.0
1a4671832c79e779950ed03eb6c8d6f7	145.0
586d087aca5582eda2da11204347dd28	712.0
8db8e129bf74f546ba4a7bfd886fe8a4	1052.0
899a951bf49a2880eafd63811ccbb3dc	1043.0
5de7cd6707b93a309490a9586899f95b	3.0
c32f6058fb63d6e3b6c906e87d95da69	138.0
e787438a7351ea54e0f87bb3b4f9f68b	10.0
d32ccc113c0f1c4cb643c239d138862b	348.0
d0ff4349b836dcdff62394859f33119b	586.0
89d20c256270d173f4b9d892605c0721	2.0
028fce8e30c8bc3fb7b1a044e8cbb138	669.0
be40a907cf80844babc39fd78d2fe835	530.0
fa65cf3bac9d07657a90359bc425ef7f	1191.0
807a304770fcd1cc89c44e14bd5f3849	94.0
38870cd639ca09e5031d545a496feb19	52.0
6c1c83a10db95589e12aef39a9e5769c	3.0
9365b889662f351170aee2336f1c58e3	23.0
b9308f80a273f62a146d32c7a678561a	2.0
5c2f56079763c076c461acf3c730a2b1	89.0
d1448ead1028cf2bc732bd635eb9a796	77.0
62c53f144d5be707d7f23be45363bc70	4.0
2b4c5f058f7e0b15cc4f34f7f00359ee	3.0
6e68a7051d37397cb632b4a8a15a8ba2	76.0
8e9c97ba93a52db6b1bf3117dacdaa6e	41.0
273e504c84b128a596127630da6c73e7	13.0
9c65f4056c4b915a1ecf6991ab9da319	10.0
483196ad30651e7b6e8bb99105627fd9	12.0
b32dac41be2a7299a74257c679a1ded1	5.0
8a66db2fb4d4ca078644f3814395f625	801.0
f5350ead44dec19f4c065b84bab28291	610.0
806da3d7329b167001c79776856f3696	44.0
ed11e9f42756af54fb9c007ac299f5f3	856.0
1a47d4f12210c3ed307836016e223988	1873.0
9c200842bf12e68dfce6b5000f24bbd8	334.0
d208f3a8689da5a001b89e29504b8454	5.0
f06520e42aec60926795e5df5d9575dc	105.0
065a663c766c8d4db08869a0d6c9940e	660.0
7eacc7043fc4d5fcc4a0c77659350e63	373.0
8f350b90469b78ebb1bc393ac70fdc6b	770.0
2c4a3a4b61ef663b57bbbd8e3636a5dd	112.0
8279899ceee96df841ea17b6cdae2cd4	5.0
a06ddad28f14cc2be4616739f3957146	324.0
02ddd61a0997869dc1fee6191f979d59	21.0
ee96095e5bd962e788dd97fbeec6716c	119.0
b9b4400191259f241cbb400152bd71d0	349.0
8805d9e64feed6913d51d37dc874db3c	1012.0
844290a9731c6628828093fd053ceb8e	39.0
74ce1038404953abacd913e994a469d2	333.0
8d0a4afbf23f6f2cd1c408020e63a431	1013.0
656cefe1d09733ee0329b6588a453546	88.0
aa73ff10fa075c3206fa0ec2fed2e75d	1646.0
56a9300892bbc055cd493c9cde23513c	121.0
f8f7d55cf50ec047bfe4bbaf0fa963ca	63.0
2637107f19eea205310f697f29fe4b91	593.0
37b40873ce08586058cb0f25da95df1a	21.0
4f591c00fdf66abd0af2457e699c674a	919.0
e12f8d4aba16c95bad88246d96c29251	955.0
e4ac675bc67328a2a679171eb911a9d3	992.0
20ff44ef62cf25bd7f9a5736d414c587	386.0
0056dc32f690b4b383449323947765c4	465.0
e29c5831bf5adb091f5667f0bb29a80a	29.0
da1ae8b470f963b50846dddc62db6ede	663.0
2cd06e400d8795a0a65ae5ffd4cd2bd4	23.0
c67faf6bd503bdf4706af9ed52c18d92	109.0
87065d88678d9f994f6f4abaf0539f81	962.0
185a2fd814c496e1ae83a1b1c44b0cf2	257.0
72b38f08261925fed5ea300149febe5f	1186.0
8bd12f6619c00695c3554c96274ad842	16.0
ed5515faa69f618b84c2ef1aa13c1b87	76.0
960af1f3406b65d779e22bc9feba1528	53.0
5ea0f45126a0fd0fc605e1c72d7def7f	4.0
a760e5c2b61d84ee98964de7af348340	790.0
5e9555312dac341e9f0c2830389557cb	35.0
7af6583998b0bf85b765d1e72342957a	49.0
043720d7c06de4358584ed632fa33846	1620.0
946d290a9853f4e257b08bbb4b5d65ca	566.0
f366b330cec66d34faf440e20372f64c	222.0
ed0a8657b50e6b047d38b1ecaade42ab	134.0
948620582ff31a6f92d7c0bc989fba26	305.0
eb867b4c57034db2f99ce0219ff7bbf7	42.0
edeb522326df62c2f9fdce4894354ddd	1108.0
8bf90e0398efe5cc6f5fada4afb2a343	7.0
a16f399549774f1f13223f828fa32aae	1065.0
aa7106fcc755fd601bac10542b73ec0f	38.0
bb1ce50dad47c31329f47c29e4074b7c	606.0
c81dce1beb0645221eb73515b956c104	542.0
c2bdb97720edd0d58e51b20b535aad69	49.0
25c5fcc153cdc61737b0a6b7127f22bd	471.0
8186cefd47da5aaa531e6c6ae4e28f68	1079.0
322c430a64e8654227affcfbb6cb5cbd	84.0
046c05905a271765eff93038714c8a34	4.0
637dd33a0a26352f6a7e76b3a10e1f13	853.0
73205ea200f6a87db591539b80d63ee2	8.0
99d035c6571f6db86a7b2c5490320a5d	1137.0
cb6a600f5106fcc731baf5fde5c0df29	995.0
236c11f16f25748757e52f94efecf289	233.0
6d511a536216b52aa8d8810d67523259	695.0
0cd1f7500c6895939d3d9b2af55567ea	617.0
b8856c63a4817c9b0b26ed9eb0183862	490.0
44a1d7da1703eb32c26182ea057d15b9	167.0
93d17a5737b00d9e2b8fcaa3b0fdc6b9	1074.0
f08bb1111b2266285ccd5a4bd29a9094	1006.0
5bd6176ee8ce6a002ceee6812049f447	77.0
7d3c149ab8b09d3c0d8167c1ca5f1837	755.0
51e5c14e6c24bbebc2ff47df47354793	190.0
cf774856a5f2deb37c6d73f33e78010b	42.0
18bf10aeb1f4871dc236fd961d2a8a84	1070.0
9bdd8e165a878f217df276a06d9a79eb	86.0
79a1d248bf3009d4d6479c6cd3fe24a2	629.0
16094b1b6924e83aec7ec3b14444eb0b	9.0
8d4a898b8b3ea9d6844a5b0c73cd9d40	822.0
b5b5954e222e306dc98c695c353c6b01	57.0
b2c4889f5bdf8678fdf5bbc6fda47e28	1149.0
50d4454646d99ae71793986040bc36c9	5.0
69011e07912f52e8899047607971a8c0	751.0
7986ecfeace629b457831c5e3a351d37	6.0
578907cb9e03053d37ae6847e511537f	721.0
18a342b053082ae6d4f79451a079bc46	43.0
9b6bd0e2f7a1b70d8331459bfae4a19c	8.0
998b802705d0d7fc67d7add4c511a718	482.0
e5c44a3ae332b3e881a0d02bc9c27f92	59.0
1c0ba1b6f93b440b38fc55852d3b50fe	105.0
57319b6df33d20f757d2e6a172656bde	23.0
648bc932c572f8032d523959eebc0ea2	2.0
7142552bbff5e7f09949322cc3ffd4a8	902.0
1b1e17a1ab1d181940a4d7223890ebd7	695.0
846bfcc4711f8cfef3e8b927106f3823	154.0
f0a74575f64b888129b3f60d76a3c33b	777.0
abb2110e6d41b2959b27c5ce88f07def	579.0
fff41c16c8b71c595fe093e773a7adeb	4.0
2b5d68f983afd73426fe002d7bc81723	49.0
df2492a82d6b9a35352b6972e24cc6b7	856.0
6c319603642b404558686eb98f6361d4	4.0
