Feature ID	Taxon	Confidence
9fd43b01825533a4c031c4e426ee16a7	Unassigned	0.4831787636694662
27297fa8c45519c735f976f27e2dc5eb	d__Bacteria;p__Actinobacteriota;c__Acidimicrobiia	0.9967208462567969
f90efc34cc233886c6320d7317286c90	d__Bacteria;p__Actinobacteriota;c__Acidimicrobiia;o__uncultured;f__uncultured;g__uncultured;s__	0.7501759086369746
9014cc59b054c5ade3bab481ce7f244b	d__Bacteria;p__Actinobacteriota;c__Acidimicrobiia;o__uncultured;f__uncultured;g__uncultured;s__	0.7434896019242695
bd031aa8db6f1270fe8c0c198d32f103	d__Bacteria;p__Actinobacteriota;c__Acidimicrobiia	0.999346476192502
a7360841aa73363b39802c72eece8718	d__Bacteria;p__Proteobacteria;c__Alphaproteobacteria;o__Rickettsiales;f__Mitochondria;g__Mitochondria;s__	0.9502997159082341
246e1c4ab7e50760b3d0d039cb7f5cfe	Unassigned	0.4776125514845081
13a8fdad896907c20f56e9b0ebe018a2	d__Bacteria;p__Proteobacteria;c__Alphaproteobacteria;o__Rickettsiales;f__Mitochondria;g__Mitochondria;s__	0.8661079071002222
854e1cce914f0893054e2fc818550cb8	d__Bacteria	0.8429194492788701
d792e356d1763e3483142dd53125f719	d__Bacteria;p__Bacteroidota;c__Bacteroidia;o__Chitinophagales;f__Chitinophagaceae;g__uncultured;s__	0.7164330725470528
740194ff8a7b2f5299013a022b8abdd5	Unassigned	0.47392321909909907
87133dd98afba68c3d1e8c4786b18544	d__Bacteria;p__Campylobacterota;c__Campylobacteria;o__Campylobacterales;f__Helicobacteraceae;g__Helicobacter;s__	0.9999940151765009
553dac2ba292646a85e0db480efbb156	d__Bacteria;p__Campylobacterota;c__Campylobacteria;o__Campylobacterales;f__Helicobacteraceae;g__Helicobacter;s__	0.9999990880349581
8d933131b42cd1f4869c6aba013fa82d	d__Bacteria;p__Firmicutes;c__Bacilli;o__Lactobacillales;f__Lactobacillaceae;g__Lactobacillus;s__	0.7226854233706355
ad70f3f9f45ce2de33dc30aad3f6c1eb	d__Bacteria;p__Firmicutes;c__Bacilli;o__Lactobacillales;f__Lactobacillaceae;g__Ligilactobacillus;s__	0.9998916547984609
2fb2a7a03f3d39cd132c41620f67e454	d__Bacteria;p__Firmicutes;c__Bacilli;o__Lactobacillales;f__Lactobacillaceae;g__HT002;s__	0.9155085370642099
0b66b1e6f6799daa44279d0824199726	d__Bacteria;p__Firmicutes;c__Bacilli;o__Lactobacillales;f__Enterococcaceae;g__Enterococcus;s__	0.9233834901316609
e3ec0f90c9a90f297ec7a0da9bebc4e2	d__Bacteria	0.9999055891151234
4ff33439ec049d2f0186b5e7713e7144	d__Bacteria;p__Firmicutes;c__Bacilli;o__Erysipelotrichales;f__Erysipelotrichaceae;g__Dubosiella;s__	0.9999999964215078
037fe4ecd03875b87cd910e8cad74eda	d__Bacteria;p__Firmicutes;c__Bacilli;o__Erysipelotrichales;f__Erysipelotrichaceae;g__Dubosiella;s__	0.9999994624752185
1b7f990e566cb0b79defb3f0f80aeb48	d__Bacteria;p__Firmicutes;c__Bacilli;o__Erysipelotrichales;f__Erysipelotrichaceae;g__Faecalibaculum;s__	0.9999999811658997
08222e75ded755308d97d60855cc978b	d__Bacteria;p__Firmicutes;c__Bacilli;o__Erysipelotrichales;f__Erysipelotrichaceae;g__Ileibacterium;s__	0.9999997373984745
7c9aa84c9d5e4284f35cee76778338b0	d__Bacteria;p__Firmicutes;c__Bacilli;o__Erysipelotrichales;f__Erysipelotrichaceae;g__Holdemanella;s__	0.9999999752719763
17bae5af13886e4f60a0e612f07be363	d__Bacteria;p__Firmicutes;c__Bacilli;o__Entomoplasmatales;f__Spiroplasmataceae;g__Spiroplasma;s__	0.9999662181797037
0ac2ad99f43284188c0846c2efb35fde	d__Bacteria;p__Firmicutes;c__Bacilli;o__Mycoplasmatales;f__Mycoplasmataceae;g__Ureaplasma;s__	0.9999999993162589
fb1d4392c07031c52f97a8a1dc8837e8	d__Bacteria;p__Firmicutes;c__Clostridia;o__Clostridia_UCG-014;f__Clostridia_UCG-014;g__Clostridia_UCG-014;s__	0.9999974697249635
80d625c5f2aa687ac72e483709034205	d__Bacteria;p__Firmicutes;c__Clostridia;o__Clostridia_UCG-014;f__Clostridia_UCG-014;g__Clostridia_UCG-014;s__	0.9999997819017163
fee73a9dfc1ed5252794e18fffa6d7de	d__Bacteria;p__Firmicutes;c__Clostridia;o__Clostridia_UCG-014;f__Clostridia_UCG-014;g__Clostridia_UCG-014;s__	0.9999993348096093
20416b78a7434eac582ff4051b63fbfa	d__Bacteria;p__Actinobacteriota;c__Rubrobacteria;o__Rubrobacterales;f__Rubrobacteriaceae;g__Rubrobacter;s__	0.9999990707920628
eb6dc5a410d5fa721999d38c97d3b46d	d__Bacteria;p__Actinobacteriota;c__Thermoleophilia;o__Gaiellales;f__uncultured;g__uncultured;s__	0.9911416034663693
fe44b6ac8c22bcbfcfc580502976941a	d__Bacteria;p__Proteobacteria;c__Gammaproteobacteria;o__Burkholderiales;f__TRA3-20;g__TRA3-20;s__	0.9993509975439573
b9940a5472df0ef72e4d592a43507730	d__Bacteria;p__Proteobacteria;c__Gammaproteobacteria;o__Burkholderiales;f__TRA3-20;g__TRA3-20;s__	0.9819285764671499
6c4737c0ec4118f96fef2bfeace3ce18	d__Bacteria;p__Proteobacteria;c__Alphaproteobacteria;o__Rickettsiales;f__Mitochondria;g__Mitochondria;s__	0.7507938764680121
1178e4e41b9562851f27d4180fa30c4f	d__Bacteria;p__Bacteroidota;c__Bacteroidia;o__Bacteroidales;f__Prevotellaceae;g__Prevotella;s__	0.9065774734863443
2960ef387b7d48aea602c378fde74c87	d__Bacteria;p__Bacteroidota;c__Bacteroidia;o__Bacteroidales;f__Bacteroidaceae;g__Bacteroides;s__	0.9999874760502037
5450e27613a75c6771d524c638ec6576	d__Bacteria;p__Bacteroidota;c__Bacteroidia;o__Bacteroidales;f__Marinifilaceae;g__Odoribacter;s__	0.9999997012870543
f0936c3fe75e14b6b429a2b274d3917f	d__Bacteria;p__Bacteroidota;c__Bacteroidia;o__Bacteroidales;f__Muribaculaceae;g__Muribaculaceae;s__	0.9999791774512715
40deb6b4b33e0666500b4550530298c9	d__Bacteria;p__Bacteroidota;c__Bacteroidia;o__Bacteroidales;f__Prevotellaceae;g__Alloprevotella;s__	0.9892538495927508
6c1c83a10db95589e12aef39a9e5769c	d__Bacteria;p__Bacteroidota;c__Bacteroidia;o__Bacteroidales;f__Tannerellaceae;g__Parabacteroides;s__	0.9807886907848543
9365b889662f351170aee2336f1c58e3	d__Bacteria;p__Bacteroidota;c__Bacteroidia;o__Bacteroidales;f__Muribaculaceae;g__Muribaculaceae;s__	0.9931557831585348
6d1b1bcfe68b2aa808f5fcca3cc28a4c	d__Bacteria;p__Bacteroidota;c__Bacteroidia;o__Bacteroidales;f__Bacteroidaceae;g__Bacteroides;s__	0.9999963685559122
4636cc2a477e32bf0f0a5b9bd69586ae	d__Bacteria;p__Bacteroidota;c__Bacteroidia;o__Bacteroidales;f__Prevotellaceae;g__Prevotella_9;s__	0.9999828484075203
d4aaccbe1e15d71a58f35205a0fcfac7	d__Bacteria;p__Bacteroidota;c__Bacteroidia;o__Bacteroidales;f__Prevotellaceae	0.9999986351454877
1dbc2e7e80feaf36b3b9c76858dbe252	d__Bacteria;p__Bacteroidota;c__Bacteroidia;o__Bacteroidales;f__Prevotellaceae;g__Alloprevotella;s__	0.9999761757955911
92d28c804d9f8c1682d7ca424e05a1da	d__Bacteria;p__Bacteroidota;c__Bacteroidia;o__Bacteroidales;f__Prevotellaceae;g__Alloprevotella;s__	0.9999841149652343
c43caf82bb8dfbdcf43c12abdadff2a1	d__Bacteria;p__Bacteroidota;c__Bacteroidia;o__Bacteroidales;f__Tannerellaceae;g__Tannerellaceae;s__	0.9984758872370336
47b87a7c2a49f5b344a99c70bd2d8f6f	d__Bacteria;p__Bacteroidota;c__Bacteroidia;o__Bacteroidales;f__Muribaculaceae;g__Muribaculum;s__	0.9999899145496564
2f21f2167eacf577abe55bd317a57f91	d__Bacteria;p__Bacteroidota;c__Bacteroidia;o__Bacteroidales;f__Marinifilaceae;g__Butyricimonas;s__	0.9999999583781127
66e4250bed4bf16660500bd543a1b6d6	d__Bacteria;p__Bacteroidota;c__Bacteroidia;o__Bacteroidales;f__Muribaculaceae;g__Muribaculaceae;s__	0.9998299214081237
1e7043bda5d9db1753b2bc3fa8540e4b	d__Bacteria;p__Bacteroidota;c__Bacteroidia;o__Bacteroidales;f__Muribaculaceae;g__Muribaculaceae;s__	0.999899944040253
c686c5cde81e9bcf291698d3dfdeb4d2	d__Bacteria;p__Bacteroidota;c__Bacteroidia;o__Bacteroidales;f__Bacteroidaceae;g__Bacteroides;s__	0.9999964102047358
a82890f0a14a1c0d84365154775707e2	d__Bacteria;p__Firmicutes;c__Clostridia;o__Oscillospirales;f__Ruminococcaceae;g__Ruminococcus;s__	0.8964457297481804
828addee90caee779780166e94cb8ac9	d__Bacteria;p__Bacteroidota;c__Bacteroidia;o__Bacteroidales;f__Bacteroidaceae;g__Bacteroides;s__	0.9999958533332601
2aeea68ca15951dd29786c775c07a79f	d__Bacteria;p__Bacteroidota;c__Bacteroidia;o__Bacteroidales;f__Bacteroidaceae;g__Bacteroides;s__	0.9999120816283448
90b1ee1a9bf284fb7083b1033c641fb5	d__Bacteria;p__Bacteroidota;c__Bacteroidia;o__Bacteroidales;f__Prevotellaceae;g__Prevotella_7;s__	0.9913508112553625
62c53f144d5be707d7f23be45363bc70	d__Bacteria;p__Bacteroidota;c__Bacteroidia;o__Bacteroidales;f__Muribaculaceae;g__Muribaculaceae;s__	0.9979296631993244
c01f3b8664a4ba5d73644f2a343bceef	d__Bacteria	0.9993961208117018
4ff9627a9bc6a2a87e6a0a93ef8c3475	d__Bacteria;p__Bacteroidota;c__Bacteroidia;o__Bacteroidales;f__Rikenellaceae;g__Rikenellaceae_RC9_gut_group;s__	0.9964660391736699
ff74b06531d3ec395e4947598ce08b44	d__Bacteria;p__Bacteroidota;c__Bacteroidia;o__Bacteroidales;f__Muribaculaceae;g__Muribaculaceae;s__	0.9885083516419387
991abd7601642720abcf5204d2aa1871	d__Bacteria;p__Bacteroidota;c__Bacteroidia;o__Bacteroidales;f__Tannerellaceae;g__Parabacteroides;s__	0.9999941723690272
8a0974534d8cc9585b2cab8a0fa32831	d__Bacteria;p__Bacteroidota;c__Bacteroidia;o__Bacteroidales;f__Muribaculaceae;g__Muribaculaceae;s__	0.9999804948872402
830649da1fe986ccbef13e540bdfc98b	d__Bacteria;p__Proteobacteria;c__Alphaproteobacteria;o__Rickettsiales;f__Mitochondria;g__Mitochondria;s__	0.8069741995157147
e1ac24f9edd9cc229bf927398c8cf66a	d__Bacteria;p__Proteobacteria;c__Alphaproteobacteria;o__Rickettsiales;f__Mitochondria;g__Mitochondria;s__	0.9529860181448442
273e504c84b128a596127630da6c73e7	d__Bacteria;p__Proteobacteria;c__Alphaproteobacteria;o__Rickettsiales;f__Mitochondria;g__Mitochondria;s__	0.8930815792063029
9c65f4056c4b915a1ecf6991ab9da319	d__Bacteria;p__Proteobacteria;c__Alphaproteobacteria;o__Rickettsiales;f__Mitochondria;g__Mitochondria;s__	0.9265993123579084
38be34e95e96093f969cf40aec6b06fd	d__Bacteria;p__Actinobacteriota;c__MB-A2-108;o__MB-A2-108;f__MB-A2-108;g__MB-A2-108;s__	0.9991383025487941
15c7632249469c95d8c5d3164c9f4028	d__Bacteria;p__Firmicutes;c__Clostridia;o__Lachnospirales;f__Lachnospiraceae;g__Howardella;s__	0.9999643576229936
19662a51f727e0126b44030d9c46cd25	d__Bacteria;p__Firmicutes;c__Clostridia;o__Peptostreptococcales-Tissierellales;f__Peptostreptococcaceae;g__Peptostreptococcus;s__	0.9999606788857384
f5350ead44dec19f4c065b84bab28291	d__Bacteria;p__Firmicutes;c__Clostridia;o__Peptostreptococcales-Tissierellales;f__Peptostreptococcaceae;g__Romboutsia;s__	0.9487051148423358
3d86dcba7bae7a9e3e59cc8d96278b31	d__Bacteria;p__Firmicutes;c__Clostridia;o__Peptostreptococcales-Tissierellales;f__Peptostreptococcaceae	0.9911855976634802
5d1f0a480132f0c059e12a3376780f88	d__Bacteria;p__Firmicutes;c__Clostridia;o__Peptostreptococcales-Tissierellales;f__Peptostreptococcaceae;g__Romboutsia;s__	0.9515901915804647
78d5dde2abb9b045157d996e53e8deef	d__Bacteria;p__Firmicutes;c__Clostridia;o__Lachnospirales;f__Lachnospiraceae;g__Agathobacter;s__	0.7831755721234501
055ef405d01bdabc3f71663470df0ffc	d__Bacteria;p__Firmicutes;c__Clostridia;o__Lachnospirales;f__Lachnospiraceae;g__[Eubacterium]_hallii_group;s__	0.9996755153222648
8a9d9142de425eb5d558f3d778a1869e	d__Bacteria;p__Actinobacteriota;c__Actinobacteria;o__Micrococcales;f__Micrococcaceae	0.998241618146787
e888a9e120881119a17a6b768572cb9e	d__Bacteria;p__Firmicutes;c__Clostridia;o__Lachnospirales;f__Lachnospiraceae;g__Lachnoclostridium;s__	0.8025296170783477
600d9e6dc374d17064ddd40602d2a9bc	d__Bacteria;p__Firmicutes;c__Clostridia;o__Lachnospirales;f__Lachnospiraceae;g__Shuttleworthia;s__	0.9515056509209968
1a47d4f12210c3ed307836016e223988	d__Bacteria;p__Firmicutes;c__Clostridia;o__Oscillospirales;f__[Eubacterium]_coprostanoligenes_group;g__[Eubacterium]_coprostanoligenes_group;s__	0.9997509895945997
