# Constructed from biom file
#OTU ID	SRR29259951
ab84e4b30372d96f23f3517c16f7013a	51.0
ad6f97d13930a899ebd9b78d45ab644e	6.0
082d2b3562246284bcd8d9afafa0d280	872.0
19903f66d322af9d490ced89fce25d88	3.0
4a1c56a1a7cb0c08ffb29b3199a5b9c4	32.0
e15ea6aad991142791dea752138dda83	250.0
cd813371cafc981e11d8856b7385711a	253.0
d51a2f7af8e4187693137800eb8346dd	39.0
13d3a9459d3030ca331b12527203757e	64.0
e0b47aacfe9736b533eb111d4b1e8843	267.0
42ff383da704d3a43ebdec3ba6cb3fd6	82.0
7fd459474519fe20cd7499e3e1dc25b6	290.0
012a8e38fa7e493d89d5002842bd6933	98.0
efa1ccc878ac4e96b6105843de500891	19.0
58339f7663397a41353f651dde6fa598	7.0
3c102bc971962453cd17749cfac39a64	88.0
17bae5af13886e4f60a0e612f07be363	7.0
3f113695551813e885b7e4303fbb1cb8	21.0
9f6551e9ac68daf49531c610dbe27f12	6.0
234580f1c9eada56b4527b8fc6d80685	64.0
d5af71a46dac444b6e30107d03369bb8	24.0
d7b978f37ada5f7d2219bcd406b36d74	2.0
115134a37d4aa6cadd485f5531635bb6	97.0
cf29f9692e2a3a4094c45e7f6b243015	44.0
58b3ccfbacc62aa409e97ac6e104d7fd	638.0
e1b82e5caa4668ea3e26a5ce72612f5e	97.0
9da6ca8b056aac292d8eb4fcaaa81308	32.0
47a8b536a84d1e2b2e47013f557e4e44	55.0
bcb5a8077fadcf5d7d10519a229b353b	6.0
aecfe2c50f4dd0fa87fd2f1ad870761a	4.0
9365b889662f351170aee2336f1c58e3	6.0
f520ce8bf73e11dd6b00799981082707	4.0
c7e69022b5cbf3895d17b48d673e7d7d	92.0
5ce896d8843524eb507b3bf07eb80d26	56.0
0036c8f9c4ad3709a05c7417e08fcd34	20.0
13a9955444586a48674b8468f6c9dea5	61.0
434ca9f791c6dbbed0d27b9fb7008250	1.0
f150069cbf18e203b21e68a6235c913d	436.0
a12515a322b17e2fbbe2609034bd25fb	70.0
01a6ef8476ffb7336abde707856ceb89	113.0
7bc0f3a00e4fc4dd676813bc31248af9	64.0
92d28c804d9f8c1682d7ca424e05a1da	13.0
407d64d6f013eb3097bd0eee3c72b63f	20.0
f2b5c9f3fa709a2906d008fa0d3ee95d	5.0
f1838aa088ab31aa0146207df00850f5	24.0
2d5f65e4fdc8ae754626df5901692350	7.0
6c7c05d6380bce8cba1dc88357f7702c	28.0
d927762575bd038fcaea9903b70d0a97	182.0
0f1e2d6dab46c96b75c1acfebd9ec7df	67.0
8046e616562b5e884dbae0f2bcebc672	17.0
b22c149b9a03a48d70905c841d748141	61.0
e619a79361b5d4611fcf38b6a374dbe0	6.0
7e933a80d4af84da1d21f23118422b4a	16.0
f8d813fa87a064e5972a9a15231b675b	48.0
546fd93b7c652710f2e4847d820b33e6	74.0
c9eb23f9dfec348c3db71ecba2cdacd0	5.0
0b0abe2b2775398b2cc7065f560a260e	27.0
b5199247fce730ebf7ee9f50e46fd7c0	32.0
056fa64ac7e827e21c4e6d3dcc0720e3	36.0
f8ed2a71bd6974dd3a54abb74d291be6	30.0
336fe3dbf0348ffece80c6f259973e74	4.0
15c7632249469c95d8c5d3164c9f4028	40.0
19662a51f727e0126b44030d9c46cd25	77.0
5f4db050ac4765f6ac65c9caf2482f87	8.0
8a66db2fb4d4ca078644f3814395f625	31.0
f5350ead44dec19f4c065b84bab28291	15.0
72cdfbe580063ef18e239073ace9297a	14.0
517faafb46eb981d724c99a456213bd2	72.0
015c767d6da8738e7b485f82e418998f	16.0
c749a746a17397c3606eeee483c49ef5	6.0
8f350b90469b78ebb1bc393ac70fdc6b	24.0
2a905eee2b28a1b80ff93092fe4a3895	9.0
b2349d2156f159f183db1cfc83225220	5567.0
02ddd61a0997869dc1fee6191f979d59	12262.0
43c09443f9e655aae55aa8ec70afffd9	2.0
ee96095e5bd962e788dd97fbeec6716c	15026.0
eb1eec2fd254bb0a4dd25fbd055fb75e	4.0
f757e01ac188b14ac80d8f21292b6f5f	25.0
717535752fc4d786730cb8bcac873c65	26.0
a05d77185ffe5f95a77ea7970f424d01	3.0
0b47dcc4b59aafed5d4be24d379105e4	48.0
2ee6b387c6c103a7df34bc52257f4be1	46.0
0330d3e2a872e14077cef1138cf2c512	527.0
56a9300892bbc055cd493c9cde23513c	43.0
65ab47e22990722c081f0979fedad6f3	228.0
746adf4044ae5a25c190503e953bd0a6	23.0
ee3d6530d2f5651cc0b0810852b7b66e	47.0
382192df8ca762ecb9904de28215091a	10.0
ed8250c46dbb5059323af1e85e910976	13.0
