# Constructed from biom file
#OTU ID	SRR29259926
f0737c400d838a0925d8c2882689b0a6	145.0
6f1f3f72724b94d8dfa821e77c88d78a	180.0
a66c9d1412307a1ea74949e6bc92ac0d	5.0
203c09b8b342402633a290ff48ba20d7	18.0
3487e02d2dadc84bf323ea196675ca2a	55.0
10c615b90f81e8b61410a6a6c43c4b68	74.0
db769328d98ef9e2634092192d186d3d	5.0
cfb900fd2e328f0e34b5c39d8aa3f58b	31.0
0347c10776b9ce453f380af8fa8119c2	94.0
ebd1cf86c14b17b9ec9ea4b2d5d91ebf	257.0
a7360841aa73363b39802c72eece8718	151.0
803ade85ca0c4b91417640448c128e6a	50.0
02f7f9bb79ab8f69449f2c60716ea389	14.0
f73d8a37051ae8b012055925ee9d34dc	147.0
58d107109f3725a81b7f39e7322396de	486.0
c41f493e690e041b9298f173053dcd51	13.0
eadd3dae19414d21e924e3f311eef181	106.0
c151a75f045c845b51bdba1df8666441	45.0
693e52ba418fc30576918096d7e5882b	5.0
7f8a47f30a19053d4f1a215c84abf327	25.0
60003519aebf14b5b18abf099de6784d	177.0
b466c96ab0ee68de939fda95bb51d8ac	21.0
ad70f3f9f45ce2de33dc30aad3f6c1eb	5.0
0d30a57cb8ee6e228f6c9e999e5f8382	772.0
cd813371cafc981e11d8856b7385711a	192.0
ab736f3038af3f3d8986b7e015c822f6	38.0
f6b1b352ce1816d66af996375d6757cd	579.0
42ff383da704d3a43ebdec3ba6cb3fd6	1086.0
5a207798f263cf5f4cf8fa2937520fd6	1052.0
c6fbca66e9c621238cb42c01b79caa27	17.0
be9c602314d5bade3bff39392c66dd8b	55.0
787da708d9667152e17aabaa5271c19c	32.0
f71318f3cb4712fbf6b66d170d667262	260.0
67928010d01a5c2531eb9dddc58743a1	794.0
4fab3e1701c5ac9931ea9e5c92e1eb1d	570.0
896f424c01eb53ec7b0edf168ddc71f6	168.0
545d291030713146dd1857400dea1246	1041.0
113815c895968858da0cc992aa922beb	32.0
a28c6203612129529185a49404212c14	750.0
df863e567faff69b304764bb8e954c5c	10.0
e709989df2cd7d1074b39b0109abddbd	4.0
faffdf3cd6f9044049ef05cdc280d5c0	19.0
ef23b043f978854224c9b1caf4d966db	3.0
ab35a6693da97e8f416d05325aebd16f	178.0
50fe150e3d4e79ccb26ed31d7dfec65d	125.0
75a49c623905f22e84102cd7806229a3	444.0
1339542742e44b17c1ca8e401e5c00f4	562.0
746fbabbeb0fd7ab98315f67c575f315	317.0
4d20372910b5923aa07dc4a5df19999c	98.0
23a0dc940424218158356c427867fb7c	762.0
903ad5ee65c4d66383413970bf5f1829	13.0
718e4c8e25c8879ffdd2008cfa2b78cb	7.0
0af5e768e6c73467f25b2be6265997db	24.0
47e47814db7d4095e4db9d7d23084484	186.0
6d1b1bcfe68b2aa808f5fcca3cc28a4c	40.0
be83e34042d2b5441ff1a47bfa502aed	460.0
9729d94a4eec61854fb033c351afc5a2	43.0
20994bad6fbfdd305760f15c7b326917	718.0
f2b5c9f3fa709a2906d008fa0d3ee95d	9.0
e530f94bccf572ac0046cc8dcb7247bf	412.0
9106882021344200227e30ee28aee6a1	53.0
2fbd1894170e982459b6f2767a05d259	8.0
f764a8f0b6db3c242dc4c4c42c729bf4	3.0
17b37f5487c538f291dbd84fde95cc5e	3.0
e1ac24f9edd9cc229bf927398c8cf66a	1066.0
273e504c84b128a596127630da6c73e7	479.0
9c65f4056c4b915a1ecf6991ab9da319	772.0
483196ad30651e7b6e8bb99105627fd9	186.0
e72a3fdddc886e38ac1f4612941c4c81	939.0
f5350ead44dec19f4c065b84bab28291	856.0
3323f221a0b39db24e48c78db36825ce	1203.0
8f350b90469b78ebb1bc393ac70fdc6b	1993.0
375ee90230a9e8c941a2ad4772c6c140	404.0
8c9f514ff8957fb53705621d3fa69dbd	9.0
63918424b6fab168b6a0617e8e1a5df6	20.0
b437c1950752908bbb5c95b2c0f5cbbe	47.0
e14b8d2e4dec5c8323be969acc4c3241	285.0
02ddd61a0997869dc1fee6191f979d59	33.0
5a1a48b9dfae78bff5adc22f549341d0	670.0
3d56fefb7f719eafeda72fc11e600635	70.0
86bb1ec8ddad51e730941f9b7a34a8b2	25.0
a3e21fafb51b136a319cbb329abb7089	1436.0
91c41b18758a5263271b9d9d15bb8926	721.0
6abea541c6a99b84df50f7eac65fa97c	657.0
2637107f19eea205310f697f29fe4b91	897.0
d5d3a8e48959e32fd58499d072b62eee	244.0
a482f595946b9a01d7738ed1c00543d1	594.0
ed97bec7f35358f9cf29428b224d94fd	116.0
4a292848f9e293f35e3eed7b509a11d7	785.0
02b159c4fe8e08b67ae5dc0fbd0c51be	887.0
9f4ebd20e5071fc6206c512909a09596	33.0
28373ff23712ef8bbd89c0e65438dce2	737.0
6fa38fb19f10589b4008ed74bc1ad1b2	861.0
545c9cac4757f1d23e26dd1d4559376e	92.0
d248acb2c33c1c9519f6b92bbd88950c	743.0
972acd635a48633f0a3a604480ef9b40	89.0
506357dba03be480170f5fc4fe983c2f	1667.0
f006356603f364b740c04d8687e0b74f	970.0
aba73bebf27f4f8e94244eb73dcf774d	687.0
5c94111a9d3058ee96a9b44e92bb38f4	695.0
44f29d65fe48a2d4d6ca04822e85d6d6	939.0
96beb025abf1cef98411398758929ed7	790.0
185a2fd814c496e1ae83a1b1c44b0cf2	502.0
7dbbaa080c81bbd0392f17d1ad592f54	1007.0
ff4726d3af330c9400357a751ba86860	8.0
e7d6fd533670c10d2917eb31cf65d688	420.0
04fd283d5d4eb2e1b1aec3b808395871	274.0
14c61cb2d90433b5ecb8dddf56e68fa0	958.0
5a158d22870b96b1fe44130455e5d58d	836.0
4b45bce769d89e2b68e896de46e2b9b2	6.0
f2ce1bf14b322097261d735a502a46c5	40.0
3c6deb712dab123070c2f565a53f2838	577.0
766cc091cee4a52af9e5da94b16a5a02	1416.0
ba43822930878d2e00b515566e41b378	417.0
9ee7ea1734d2887ce7560a4cacc80868	72.0
17ee55db421282c4fda1893b1f722a8c	359.0
f2127059e4e145631198ac7595cc4b39	732.0
59a96101ee338fb9846653c60cc75539	27.0
a3fdb2db5a14f635d12ff07b27af34da	176.0
a7d120c72128891cc6b5ce9ded12758e	13.0
b24e6b8e8d2153ed2456263bd0e2c7f2	914.0
fed2dabfcce7b9feb2442947c1e6681a	303.0
1a32d36845df40d9ef458717a405def8	175.0
cffc0130f4ec13beba9b2bf3c6dfbd4f	445.0
0ccc43139f2a6d3cc72c8be47970d6bb	780.0
4f755cacdd6df90852e193307fff719e	140.0
c31dcc2b794c84c025722cc1fd9a70b3	59.0
23104521cd6268ad66a0afacb8c6d263	798.0
15a4a98c74c9b6c55d6f2d801fc73412	910.0
4b76d2ca44ab59289a08b5d645d7f544	314.0
854e90a51777d8c317ce38e97d6113b3	453.0
885c2662f2d0faf12ff1819ad03ebdc2	733.0
4e08f941b1876fe2cb39daf6470c5e23	476.0
98db1c6076d725e88515f2f05cee92a5	240.0
383fdd79921dcb0be8d9f87fd17a1302	116.0
bd8afb388b746aeeeb86726ccdfdc6e7	815.0
e61c75c7f8b976e20dcfc82f2d759c27	103.0
96952dec30f3f8a91cf84d2d22b55e6d	38.0
9f6e4de50bfc2a7f428f58c79d6a5b03	39.0
eee8fb15ff43a9ce3e0995c2f7343a26	537.0
81e5af1720d5251f075d82429700cf11	322.0
c5c652058dce087c547dc347e28fdbb0	4.0
4faeb8d9f58c0b2ede31fc1a7d1001ed	349.0
ba9ffa8020d973c710f15e0570b24512	874.0
7c91b77a67533ab06962e7facd7e1b39	53.0
5757f69cbd335967f72f38d4cd2949df	93.0
18a342b053082ae6d4f79451a079bc46	10.0
784f58332e6c0d42fa67cfcce07fcf2f	8.0
c89b45d06e291c21c8455f52b1b4c1e0	148.0
5235072528ba576f21b86373c50e5129	581.0
13d19b038cfc48587a381565f0f5d500	129.0
fece9f2f34b8fce8b3f8405c9c8bb099	547.0
65279b98a311c53eead85b914b3f2341	311.0
28a02cb0a75ac2cd1c334ae0db1fcf2d	93.0
60c3180a3a0a864026252d95125fb4f8	392.0
bb93854742d12bf51604bc352d6578e2	100.0
00c7b7f64e8374a499b16b07c5809402	571.0
b034cda517114d60de21f5361991a8b0	10.0
