OTU_ID;Kingdom;Phylum;Class;Order;Family;Genus
O3050;Bacteria;Bacteroidota;Bacteroidia;Flavobacteriales;Flavobacteriaceae;Capnocytophaga
O3051;Bacteria;Bacteroidota;Bacteroidia;Flavobacteriales;Flavobacteriaceae;Capnocytophaga
O3052;Bacteria;Bacteroidota;Bacteroidia;NA;NA;NA
O3053;Bacteria;Fusobacteriota;Fusobacteriia;Fusobacteriales;Leptotrichiaceae;Leptotrichia
O3054;Bacteria;Bacteroidota;Bacteroidia;Bacteroidales;Marinifilaceae;Odoribacter
O3055;Bacteria;Firmicutes;Clostridia;Peptostreptococcales-Tissierellales;Family_XI;W5053
O3056;Bacteria;Firmicutes;Clostridia;Peptostreptococcales-Tissierellales;Anaerovoracaceae;[Eubacterium]_nodatum_group
O3057;Bacteria;Firmicutes;Clostridia;Peptostreptococcales-Tissierellales;Anaerovoracaceae;[Eubacterium]_nodatum_group
O3058;Bacteria;Firmicutes;Clostridia;Clostridiales;Clostridiaceae;Clostridium_sensu_stricto_5
O3059;Bacteria;Proteobacteria;Gammaproteobacteria;Enterobacterales;Enterobacteriaceae;NA
O3060;Bacteria;Actinobacteriota;Actinobacteria;Bifidobacteriales;Bifidobacteriaceae;Bifidobacterium
O3061;Bacteria;Firmicutes;Clostridia;Lachnospirales;Lachnospiraceae;NA
O3062;Bacteria;Firmicutes;Clostridia;Lachnospirales;Lachnospiraceae;NA
O3063;Bacteria;Firmicutes;Clostridia;Lachnospirales;Lachnospiraceae;Lachnospiraceae_UCG-001
O3064;Bacteria;Firmicutes;Clostridia;Lachnospirales;Lachnospiraceae;Lachnoanaerobaculum
O3065;Bacteria;Fusobacteriota;Fusobacteriia;Fusobacteriales;Leptotrichiaceae;Leptotrichia
O3066;Bacteria;Firmicutes;Clostridia;Lachnospirales;Lachnospiraceae;Lachnoanaerobaculum
O3067;Bacteria;Firmicutes;Clostridia;Lachnospirales;Lachnospiraceae;NA
O3068;Bacteria;Firmicutes;Clostridia;Lachnospirales;Lachnospiraceae;Lachnoanaerobaculum
O3069;Bacteria;Firmicutes;Clostridia;Lachnospirales;Lachnospiraceae;NA
O3070;Bacteria;Firmicutes;Clostridia;Clostridia_vadinBB60_group;Clostridia_vadinBB60_group;Clostridia_vadinBB60_group
O3071;Bacteria;Firmicutes;Clostridia;Oscillospirales;Oscillospiraceae;NA
O3072;Bacteria;Firmicutes;Negativicutes;Veillonellales-Selenomonadales;Veillonellaceae;Veillonella
O3073;Bacteria;Firmicutes;Negativicutes;Veillonellales-Selenomonadales;Veillonellaceae;Veillonella
O3074;Bacteria;Firmicutes;Negativicutes;Veillonellales-Selenomonadales;Veillonellaceae;Veillonella
O3075;Bacteria;Firmicutes;Negativicutes;Veillonellales-Selenomonadales;Veillonellaceae;Veillonella
O3076;Bacteria;Firmicutes;Negativicutes;Veillonellales-Selenomonadales;Selenomonadaceae;Centipeda
O3077;Bacteria;Actinobacteriota;Coriobacteriia;Coriobacteriales;Atopobiaceae;Coriobacteriaceae_UCG-002
O3078;Bacteria;Proteobacteria;Gammaproteobacteria;Burkholderiales;Neisseriaceae;Eikenella
O3079;Bacteria;Proteobacteria;Gammaproteobacteria;Burkholderiales;Neisseriaceae;Eikenella
O3080;Bacteria;Firmicutes;Clostridia;Lachnospirales;Defluviitaleaceae;Defluviitaleaceae_UCG-011
O3081;Bacteria;Actinobacteriota;Actinobacteria;Actinomycetales;Actinomycetaceae;F0332
O3082;Bacteria;Firmicutes;Clostridia;Peptostreptococcales-Tissierellales;Peptostreptococcaceae;Peptoanaerobacter
O3083;Bacteria;Firmicutes;Clostridia;Lachnospirales;Lachnospiraceae;Oribacterium
O3084;Bacteria;Firmicutes;Clostridia;Lachnospirales;Lachnospiraceae;Johnsonella
O3085;Bacteria;Spirochaetota;Spirochaetia;Spirochaetales;Spirochaetaceae;Treponema
O3086;Bacteria;Spirochaetota;Spirochaetia;Spirochaetales;Spirochaetaceae;Treponema
O3087;Bacteria;Spirochaetota;Spirochaetia;Spirochaetales;Spirochaetaceae;Treponema
O3088;Bacteria;Bacteroidota;Bacteroidia;Sphingobacteriales;Lentimicrobiaceae;Lentimicrobium
O3089;Bacteria;Firmicutes;Bacilli;Lactobacillales;Streptococcaceae;Streptococcus
O3090;Bacteria;Firmicutes;Bacilli;Lactobacillales;Streptococcaceae;Streptococcus
O3091;Bacteria;Firmicutes;Bacilli;Lactobacillales;Streptococcaceae;Streptococcus
O3092;Bacteria;Firmicutes;Clostridia;Clostridia_UCG-014;Clostridia_UCG-014;Clostridia_UCG-014
O3093;Bacteria;Bacteroidota;Bacteroidia;Flavobacteriales;Flavobacteriaceae;Capnocytophaga
O3094;Bacteria;Bacteroidota;Bacteroidia;Flavobacteriales;Flavobacteriaceae;Capnocytophaga
O3095;Bacteria;Firmicutes;Clostridia;Oscillospirales;Butyricicoccaceae;UCG-009
O3096;Bacteria;Bacteroidota;Bacteroidia;Bacteroidales;Prevotellaceae;Prevotellaceae_UCG-003
O3097;Bacteria;Bacteroidota;Bacteroidia;Bacteroidales;Prevotellaceae;Prevotellaceae_UCG-003
O3098;Bacteria;Bacteroidota;Bacteroidia;Bacteroidales;Prevotellaceae;Prevotellaceae_UCG-003
O3099;Bacteria;Bacteroidota;Bacteroidia;Bacteroidales;Prevotellaceae;Prevotella
O3100;Bacteria;Bacteroidota;Bacteroidia;Bacteroidales;Prevotellaceae;NA
O3101;Bacteria;Bacteroidota;Bacteroidia;Bacteroidales;Prevotellaceae;Prevotella_7
O3102;Bacteria;Bacteroidota;Bacteroidia;Bacteroidales;Rikenellaceae;Alistipes
O3103;Bacteria;Bacteroidota;Bacteroidia;Bacteroidales;Prevotellaceae;Prevotella_7
O3104;Bacteria;Bacteroidota;Bacteroidia;Bacteroidales;Prevotellaceae;Prevotella
O3105;Bacteria;Bacteroidota;Bacteroidia;Bacteroidales;Prevotellaceae;Prevotella
O3106;Bacteria;Bacteroidota;Bacteroidia;Bacteroidales;Prevotellaceae;Prevotellaceae_UCG-003
O3107;Bacteria;Bacteroidota;Bacteroidia;Bacteroidales;Prevotellaceae;Prevotellaceae_UCG-003
O3108;Bacteria;Bacteroidota;Bacteroidia;Bacteroidales;Bacteroidaceae;Bacteroides
O3109;Bacteria;Bacteroidota;Bacteroidia;Bacteroidales;Bacteroidaceae;Bacteroides
O3110;Bacteria;Bacteroidota;Bacteroidia;Bacteroidales;Prevotellaceae;Prevotellaceae_UCG-003
O3111;Bacteria;Bacteroidota;Bacteroidia;Bacteroidales;Prevotellaceae;Prevotellaceae_UCG-003
O3112;Bacteria;Bacteroidota;Bacteroidia;Bacteroidales;Prevotellaceae;NA
O3113;Bacteria;Bacteroidota;Bacteroidia;Bacteroidales;Prevotellaceae;NA
O3114;Bacteria;Bacteroidota;Bacteroidia;Bacteroidales;Prevotellaceae;Prevotella_7
O3115;Bacteria;Bacteroidota;Bacteroidia;Bacteroidales;Prevotellaceae;NA
O3116;Bacteria;Bacteroidota;Bacteroidia;Bacteroidales;Prevotellaceae;Prevotella
O3117;Bacteria;Bacteroidota;Bacteroidia;Bacteroidales;Prevotellaceae;Prevotella
O3118;Bacteria;Bacteroidota;Bacteroidia;Bacteroidales;Prevotellaceae;Prevotella_7
O3119;Bacteria;Bacteroidota;Bacteroidia;Bacteroidales;Tannerellaceae;Tannerella
O3120;Bacteria;Bacteroidota;Bacteroidia;Bacteroidales;Prevotellaceae;Prevotellaceae_UCG-004
O3121;Bacteria;Bacteroidota;Bacteroidia;Bacteroidales;Prevotellaceae;NA
O3122;Bacteria;Bacteroidota;Bacteroidia;Bacteroidales;Muribaculaceae;Muribaculaceae
O3123;Bacteria;Bacteroidota;Bacteroidia;Bacteroidales;Prevotellaceae;Prevotella_7
O3124;Bacteria;Bacteroidota;Bacteroidia;Bacteroidales;Rikenellaceae;Rikenellaceae_RC9_gut_group
O3125;Bacteria;Bacteroidota;Bacteroidia;Bacteroidales;Rikenellaceae;Rikenellaceae_RC9_gut_group
O3126;Bacteria;Bacteroidota;Bacteroidia;Bacteroidales;Paludibacteraceae;F0058
O3127;Bacteria;Bacteroidota;Bacteroidia;Bacteroidales;Bacteroidaceae;Bacteroides
O3128;Bacteria;Bacteroidota;Bacteroidia;Bacteroidales;NA;NA
O3129;Bacteria;Bacteroidota;Bacteroidia;Bacteroidales;Rikenellaceae;Rikenellaceae_RC9_gut_group
O3130;Bacteria;Firmicutes;Clostridia;Oscillospirales;Ruminococcaceae;Incertae_Sedis
O3131;Bacteria;Firmicutes;Clostridia;Peptostreptococcales-Tissierellales;Family_XI;uncultured
O3132;Bacteria;Firmicutes;Clostridia;Peptostreptococcales-Tissierellales;Peptostreptococcaceae;NA
O3133;Bacteria;Firmicutes;Clostridia;NA;NA;NA
O3134;Bacteria;Firmicutes;Clostridia;Oscillospirales;[Eubacterium]_coprostanoligenes_group;[Eubacterium]_coprostanoligenes_group
O3135;Bacteria;Actinobacteriota;Actinobacteria;Corynebacteriales;Corynebacteriaceae;Lawsonella
O3136;Bacteria;Actinobacteriota;Actinobacteria;Actinomycetales;Actinomycetaceae;Actinomyces
O3137;Bacteria;Actinobacteriota;Actinobacteria;Corynebacteriales;Corynebacteriaceae;Lawsonella
O3138;Bacteria;Actinobacteriota;Actinobacteria;Corynebacteriales;Corynebacteriaceae;Corynebacterium
O3139;Bacteria;Firmicutes;Clostridia;Lachnospirales;Lachnospiraceae;Lachnospiraceae_UCG-010
O3140;Bacteria;Firmicutes;Clostridia;Lachnospirales;Lachnospiraceae;NA
O3141;Bacteria;Firmicutes;Clostridia;Clostridiales;Clostridiaceae;Clostridium_sensu_stricto_1
O3142;Bacteria;Firmicutes;Clostridia;Oscillospirales;Ruminococcaceae;Faecalibacterium
O3143;Bacteria;Firmicutes;Clostridia;Peptostreptococcales-Tissierellales;Family_XI;Finegoldia
O3144;Bacteria;Firmicutes;Clostridia;Lachnospirales;Lachnospiraceae;NA
O3145;Bacteria;Firmicutes;Clostridia;Lachnospirales;Lachnospiraceae;Roseburia
O3146;Bacteria;Firmicutes;Clostridia;Lachnospirales;Lachnospiraceae;NA
O3147;Bacteria;Firmicutes;Clostridia;Lachnospirales;Lachnospiraceae;Roseburia
O3148;Bacteria;Firmicutes;Clostridia;Lachnospirales;Lachnospiraceae;NA
O3149;Bacteria;Firmicutes;Clostridia;Lachnospirales;Lachnospiraceae;NA
O3150;Bacteria;Firmicutes;Clostridia;Lachnospirales;Lachnospiraceae;Lachnospiraceae_NK4A136_group
O3151;Bacteria;Firmicutes;Clostridia;Lachnospirales;Lachnospiraceae;Lachnospiraceae_NK4A136_group
O3152;Bacteria;Firmicutes;Clostridia;Lachnospirales;Lachnospiraceae;Lachnospiraceae_NK4A136_group
O3153;Bacteria;Firmicutes;Clostridia;Lachnospirales;Lachnospiraceae;NA
O3154;Bacteria;Firmicutes;Clostridia;Lachnospirales;Lachnospiraceae;NA
O3155;Bacteria;Firmicutes;Clostridia;Lachnospirales;Lachnospiraceae;NA
O3156;Bacteria;Firmicutes;Clostridia;Lachnospirales;Lachnospiraceae;[Ruminococcus]_torques_group
O3157;Bacteria;Firmicutes;Clostridia;Lachnospirales;Lachnospiraceae;NA
O3158;Bacteria;Actinobacteriota;Actinobacteria;Bifidobacteriales;Bifidobacteriaceae;Aeriscardovia
O3159;Bacteria;Proteobacteria;Gammaproteobacteria;Enterobacterales;Pasteurellaceae;Haemophilus
O3160;Bacteria;Proteobacteria;Alphaproteobacteria;Rhizobiales;Beijerinckiaceae;Microvirga
O3161;Bacteria;Firmicutes;Clostridia;Oscillospirales;Ruminococcaceae;Ruminococcaceae
O3162;Bacteria;Fusobacteriota;Fusobacteriia;Fusobacteriales;Leptotrichiaceae;Leptotrichia
O3163;Bacteria;Fusobacteriota;Fusobacteriia;Fusobacteriales;Leptotrichiaceae;Leptotrichia
O3164;Bacteria;Fusobacteriota;Fusobacteriia;Fusobacteriales;Leptotrichiaceae;Leptotrichia
O3165;Bacteria;Firmicutes;Clostridia;Lachnospirales;Lachnospiraceae;NA
O3166;Bacteria;Firmicutes;Clostridia;NA;NA;NA
O3167;Bacteria;Firmicutes;Clostridia;Oscillospirales;UCG-010;UCG-010
O3168;Bacteria;Firmicutes;Clostridia;Oscillospirales;Oscillospiraceae;Colidextribacter
O3169;Bacteria;Firmicutes;Clostridia;Oscillospirales;Oscillospiraceae;NA
O3170;Bacteria;Firmicutes;Clostridia;Oscillospirales;Oscillospiraceae;NA
O3171;Bacteria;Firmicutes;Clostridia;NA;NA;NA
O3172;Bacteria;Firmicutes;Clostridia;Oscillospirales;Oscillospiraceae;UCG-005
O3173;Bacteria;Firmicutes;Clostridia;Christensenellales;Christensenellaceae;Christensenellaceae_R-7_group
O3174;Bacteria;Firmicutes;Clostridia;Oscillospirales;UCG-010;UCG-010
O3175;Bacteria;Actinobacteriota;Coriobacteriia;Coriobacteriales;Atopobiaceae;Atopobium
O3176;Bacteria;Firmicutes;Clostridia;Peptostreptococcales-Tissierellales;Family_XI;Anaerococcus
O3177;Bacteria;Firmicutes;Clostridia;Peptostreptococcales-Tissierellales;Family_XI;Anaerococcus
O3178;Bacteria;Actinobacteriota;Coriobacteriia;Coriobacteriales;Eggerthellaceae;NA
O3179;Bacteria;Proteobacteria;Gammaproteobacteria;Burkholderiales;Neisseriaceae;uncultured
O3180;Bacteria;Firmicutes;Clostridia;Oscillospirales;Ruminococcaceae;Candidatus_Soleaferrea
O3181;Bacteria;Actinobacteriota;Actinobacteria;Actinomycetales;Actinomycetaceae;Actinomyces
O3182;Bacteria;Firmicutes;Clostridia;Lachnospirales;Lachnospiraceae;NA
O3183;Bacteria;Firmicutes;Clostridia;Lachnospirales;Lachnospiraceae;NA
O3184;Bacteria;Actinobacteriota;Actinobacteria;Actinomycetales;Actinomycetaceae;Actinomyces
O3185;Bacteria;Actinobacteriota;Acidimicrobiia;Actinomarinales;uncultured;uncultured
O3186;Bacteria;Actinobacteriota;Acidimicrobiia;uncultured;uncultured;uncultured
O3187;Bacteria;Actinobacteriota;Acidimicrobiia;NA;NA;NA
O3188;Bacteria;Bacteroidota;Bacteroidia;Chitinophagales;Saprospiraceae;uncultured
O3189;Bacteria;Bacteroidota;Bacteroidia;Chitinophagales;Chitinophagaceae;Flavisolibacter
O3190;Bacteria;Campylobacterota;Campylobacteria;Campylobacterales;Helicobacteraceae;Helicobacter
O3191;Bacteria;Campylobacterota;Campylobacteria;Campylobacterales;Helicobacteraceae;Helicobacter
O3192;Bacteria;Campylobacterota;Campylobacteria;Campylobacterales;Helicobacteraceae;Helicobacter
O3193;Bacteria;Campylobacterota;Campylobacteria;Campylobacterales;Helicobacteraceae;Helicobacter
O3194;Bacteria;Bacteroidota;Bacteroidia;Bacteroidales;Rs-E47_termite_group;Rs-E47_termite_group
O3195;Bacteria;Firmicutes;Bacilli;Lactobacillales;Lactobacillaceae;Lactiplantibacillus
O3196;Bacteria;Firmicutes;Bacilli;Lactobacillales;Lactobacillaceae;Lactobacillus
O3197;Bacteria;Firmicutes;Bacilli;Lactobacillales;Lactobacillaceae;Lactobacillus
O3198;Bacteria;Firmicutes;Bacilli;Lactobacillales;Lactobacillaceae;Limosilactobacillus
O3199;Bacteria;Firmicutes;Bacilli;Lactobacillales;Streptococcaceae;Streptococcus
O3200;Bacteria;Actinobacteriota;Actinobacteria;0319-7L14;0319-7L14;0319-7L14
O3201;Bacteria;Actinobacteriota;Actinobacteria;0319-7L14;0319-7L14;0319-7L14
O3202;Bacteria;Firmicutes;Clostridia;Clostridia_UCG-014;Clostridia_UCG-014;Clostridia_UCG-014
O3203;Bacteria;Bacteroidota;Bacteroidia;Bacteroidales;Rikenellaceae;Alistipes
O3204;Bacteria;Bacteroidota;Bacteroidia;Bacteroidales;Prevotellaceae;Prevotellaceae_UCG-003
O3205;Bacteria;Bacteroidota;Bacteroidia;Bacteroidales;Rikenellaceae;Rikenellaceae_RC9_gut_group
O3206;Bacteria;Bacteroidota;Bacteroidia;Bacteroidales;Muribaculaceae;Muribaculaceae
O3207;Bacteria;Bacteroidota;Bacteroidia;Bacteroidales;Muribaculaceae;Muribaculaceae
O3208;Bacteria;Bacteroidota;Bacteroidia;Bacteroidales;Muribaculaceae;Muribaculaceae
O3209;Bacteria;Bacteroidota;Bacteroidia;Bacteroidales;Bacteroidaceae;Bacteroides
O3210;Unassigned;NA;NA;NA;NA;NA
O3211;Bacteria;Firmicutes;Clostridia;Lachnospirales;Lachnospiraceae;Lachnospira
O3212;Bacteria;Firmicutes;Clostridia;Lachnospirales;Lachnospiraceae;Anaerostipes
O3213;Bacteria;Firmicutes;Clostridia;Peptostreptococcales-Tissierellales;Peptostreptococcaceae;Romboutsia
O3214;Bacteria;Actinobacteriota;Actinobacteria;Actinomycetales;Actinomycetaceae;Actinomyces
O3215;Bacteria;Firmicutes;Clostridia;Peptostreptococcales-Tissierellales;Peptostreptococcaceae;Romboutsia
O3216;Bacteria;Proteobacteria;Gammaproteobacteria;Enterobacterales;Enterobacteriaceae;Escherichia-Shigella
O3217;Bacteria;Proteobacteria;Gammaproteobacteria;Enterobacterales;Enterobacteriaceae;Escherichia-Shigella
O3218;Bacteria;Actinobacteriota;Coriobacteriia;Coriobacteriales;Coriobacteriaceae;Collinsella
O3219;Bacteria;Firmicutes;Clostridia;Peptostreptococcales-Tissierellales;Peptostreptococcaceae;uncultured
O3220;Bacteria;Proteobacteria;Gammaproteobacteria;Enterobacterales;Enterobacteriaceae;Escherichia-Shigella
O3221;Bacteria;Proteobacteria;Gammaproteobacteria;Enterobacterales;Enterobacteriaceae;Escherichia-Shigella
O3222;Bacteria;Proteobacteria;Gammaproteobacteria;Enterobacterales;Enterobacteriaceae;Escherichia-Shigella
O3223;Bacteria;Proteobacteria;Gammaproteobacteria;Enterobacterales;Enterobacteriaceae;NA
O3224;Bacteria;Actinobacteriota;Coriobacteriia;Coriobacteriales;Coriobacteriaceae;Collinsella
O3225;Bacteria;Actinobacteriota;Actinobacteria;Actinomycetales;Actinomycetaceae;Actinomyces
O3226;Bacteria;Actinobacteriota;Actinobacteria;Micrococcales;Micrococcaceae;Rothia
O3227;Bacteria;Actinobacteriota;Actinobacteria;Micromonosporales;Micromonosporaceae;NA
O3228;Bacteria;Actinobacteriota;Actinobacteria;Micrococcales;Intrasporangiaceae;Terrabacter
O3229;Bacteria;Actinobacteriota;Actinobacteria;Micromonosporales;Micromonosporaceae;NA
O3230;Bacteria;Actinobacteriota;Actinobacteria;Corynebacteriales;Corynebacteriaceae;Corynebacterium
O3231;Bacteria;Firmicutes;Clostridia;Oscillospirales;[Eubacterium]_coprostanoligenes_group;[Eubacterium]_coprostanoligenes_group
O3232;Bacteria;Firmicutes;Clostridia;Oscillospirales;[Eubacterium]_coprostanoligenes_group;[Eubacterium]_coprostanoligenes_group
O3233;Bacteria;Firmicutes;Clostridia;Clostridiales;Clostridiaceae;Clostridium_sensu_stricto_1
O3234;Bacteria;Firmicutes;Clostridia;Lachnospirales;Lachnospiraceae;Anaerostipes
O3235;Bacteria;Firmicutes;Clostridia;Lachnospirales;Lachnospiraceae;Blautia
O3236;Bacteria;Firmicutes;Clostridia;Lachnospirales;Lachnospiraceae;Blautia
O3237;Bacteria;Firmicutes;Clostridia;Lachnospirales;Lachnospiraceae;Anaerostipes
O3238;Bacteria;Firmicutes;Clostridia;Lachnospirales;Lachnospiraceae;NA
O3239;Bacteria;Firmicutes;Clostridia;Lachnospirales;Lachnospiraceae;NA
O3240;Bacteria;Firmicutes;Clostridia;Lachnospirales;Lachnospiraceae;NA
O3241;Bacteria;Firmicutes;Clostridia;Lachnospirales;Lachnospiraceae;NA
O3242;Bacteria;Firmicutes;Clostridia;Oscillospirales;Ruminococcaceae;Faecalibacterium
O3243;Bacteria;Firmicutes;Clostridia;Oscillospirales;Ruminococcaceae;Faecalibacterium
O3244;Bacteria;Firmicutes;Clostridia;Oscillospirales;Ruminococcaceae;Faecalibacterium
O3245;Bacteria;Firmicutes;Clostridia;Oscillospirales;Ruminococcaceae;Subdoligranulum
O3246;Bacteria;Actinobacteriota;Coriobacteriia;Coriobacteriales;Coriobacteriaceae;Collinsella
O3247;Bacteria;Firmicutes;Clostridia;Oscillospirales;Butyricicoccaceae;Butyricicoccus
O3248;Bacteria;Proteobacteria;Gammaproteobacteria;Enterobacterales;Pasteurellaceae;Haemophilus
O3249;Bacteria;Actinobacteriota;Thermoleophilia;Gaiellales;uncultured;uncultured
O3250;Bacteria;Proteobacteria;Alphaproteobacteria;uncultured;uncultured;uncultured
O3251;Bacteria;Actinobacteriota;Actinobacteria;Micromonosporales;Micromonosporaceae;uncultured
O3252;Bacteria;Actinobacteriota;Actinobacteria;Micromonosporales;Micromonosporaceae;uncultured
O3253;Bacteria;NA;NA;NA;NA;NA
O3254;Bacteria;Actinobacteriota;Actinobacteria;Micromonosporales;Micromonosporaceae;uncultured
O3255;Bacteria;Proteobacteria;Gammaproteobacteria;Gammaproteobacteria_Incertae_Sedis;Unknown_Family;Acidibacter
O3256;Bacteria;Proteobacteria;Gammaproteobacteria;Gammaproteobacteria_Incertae_Sedis;Unknown_Family;Acidibacter
O3257;Bacteria;Firmicutes;Clostridia;Lachnospirales;Lachnospiraceae;Lachnoanaerobaculum
O3258;Bacteria;NA;NA;NA;NA;NA
O3259;Bacteria;NA;NA;NA;NA;NA
O3260;Bacteria;Firmicutes;Clostridia;Oscillospirales;Oscillospiraceae;UCG-005
O3261;Bacteria;Firmicutes;Clostridia;Oscillospirales;Oscillospiraceae;UCG-005
O3262;Bacteria;Acidobacteriota;Acidobacteriae;Solibacterales;Solibacteraceae;Candidatus_Solibacter
O3263;Bacteria;Actinobacteriota;Thermoleophilia;Solirubrobacterales;67-14;67-14
O3264;Bacteria;NA;NA;NA;NA;NA
O3265;Bacteria;Gemmatimonadota;Gemmatimonadetes;Gemmatimonadales;Gemmatimonadaceae;uncultured
O3266;Bacteria;NA;NA;NA;NA;NA
O3267;Bacteria;Gemmatimonadota;S0134_terrestrial_group;S0134_terrestrial_group;S0134_terrestrial_group;S0134_terrestrial_group
O3268;Bacteria;Gemmatimonadota;S0134_terrestrial_group;S0134_terrestrial_group;S0134_terrestrial_group;S0134_terrestrial_group
O3269;Bacteria;Actinobacteriota;Thermoleophilia;Gaiellales;uncultured;uncultured
O3270;Bacteria;Gemmatimonadota;Longimicrobia;Longimicrobiales;Longimicrobiaceae;Longimicrobium
O3271;Bacteria;Gemmatimonadota;Longimicrobia;Longimicrobiales;Longimicrobiaceae;Longimicrobium
O3272;Bacteria;Gemmatimonadota;Gemmatimonadetes;Gemmatimonadales;Gemmatimonadaceae;uncultured
O3273;Bacteria;Gemmatimonadota;Gemmatimonadetes;Gemmatimonadales;Gemmatimonadaceae;uncultured
O3274;Bacteria;Actinobacteriota;Thermoleophilia;NA;NA;NA
O3275;Bacteria;Actinobacteriota;Coriobacteriia;Coriobacteriales;Coriobacteriaceae;Collinsella
O3276;Bacteria;Gemmatimonadota;Gemmatimonadetes;Gemmatimonadales;Gemmatimonadaceae;NA
O3277;Bacteria;Actinobacteriota;MB-A2-108;MB-A2-108;MB-A2-108;MB-A2-108
O3278;Bacteria;Acidobacteriota;Acidobacteriae;Acidobacteriales;NA;NA
O3279;Bacteria;Proteobacteria;Gammaproteobacteria;Burkholderiales;Comamonadaceae;NA
O3280;Bacteria;Proteobacteria;Gammaproteobacteria;Burkholderiales;Comamonadaceae;NA
O3281;Bacteria;Proteobacteria;Gammaproteobacteria;Burkholderiales;Neisseriaceae;Neisseria
O3282;Bacteria;Actinobacteriota;Rubrobacteria;Rubrobacterales;Rubrobacteriaceae;Rubrobacter
O3283;Bacteria;Actinobacteriota;Rubrobacteria;Rubrobacterales;Rubrobacteriaceae;Rubrobacter
O3284;Bacteria;Proteobacteria;Gammaproteobacteria;Burkholderiales;Nitrosomonadaceae;MND1
O3285;Bacteria;Acidobacteriota;Subgroup_5;Subgroup_5;Subgroup_5;Subgroup_5
O3286;Bacteria;Acidobacteriota;Subgroup_5;Subgroup_5;Subgroup_5;Subgroup_5
O3287;Bacteria;Firmicutes;Clostridia;Oscillospirales;Ruminococcaceae;Subdoligranulum
O3288;Bacteria;Firmicutes;Clostridia;Oscillospirales;Ruminococcaceae;[Eubacterium]_siraeum_group
O3289;Unassigned;NA;NA;NA;NA;NA
O3290;Bacteria;Patescibacteria;Parcubacteria;Parcubacteria;Parcubacteria;Parcubacteria
O3291;Bacteria;Actinobacteriota;Actinobacteria;0319-7L14;0319-7L14;0319-7L14
O3292;Bacteria;Firmicutes;Negativicutes;Veillonellales-Selenomonadales;Veillonellaceae;Veillonella
O3293;Unassigned;NA;NA;NA;NA;NA
O3294;Unassigned;NA;NA;NA;NA;NA
O3295;Bacteria;NA;NA;NA;NA;NA
O3296;Unassigned;NA;NA;NA;NA;NA
O3297;Bacteria;Bacteroidota;Ignavibacteria;SJA-28;SJA-28;SJA-28
O3298;Bacteria;Bacteroidota;Bacteroidia;Chitinophagales;Saprospiraceae;uncultured
O3299;Bacteria;Bacteroidota;Bacteroidia;Chitinophagales;Saprospiraceae;uncultured
O3300;Bacteria;Bacteroidota;Bacteroidia;Chitinophagales;Saprospiraceae;uncultured
O3301;Bacteria;Bacteroidota;Bacteroidia;Cytophagales;Microscillaceae;Chryseolinea
O3302;Bacteria;Firmicutes;Bacilli;Lactobacillales;Lactobacillaceae;Ligilactobacillus
O3303;Bacteria;Firmicutes;Bacilli;Lactobacillales;Lactobacillaceae;Weissella
O3304;Bacteria;Firmicutes;Bacilli;Lactobacillales;Lactobacillaceae;Weissella
O3305;Bacteria;Firmicutes;Bacilli;Staphylococcales;Staphylococcaceae;Staphylococcus
O3306;Bacteria;Firmicutes;Bacilli;Lactobacillales;Carnobacteriaceae;Dolosigranulum
O3307;Bacteria;Firmicutes;Bacilli;Lactobacillales;NA;NA
O3308;Bacteria;Firmicutes;Bacilli;Staphylococcales;Gemellaceae;Gemella
O3309;Bacteria;Firmicutes;Bacilli;Staphylococcales;Gemellaceae;Gemella
O3310;Bacteria;Firmicutes;Bacilli;Staphylococcales;Staphylococcaceae;Staphylococcus
O3311;Bacteria;Firmicutes;Bacilli;Staphylococcales;Staphylococcaceae;Staphylococcus
O3312;Bacteria;Firmicutes;Bacilli;Lactobacillales;Streptococcaceae;Streptococcus
O3313;Bacteria;Bacteroidota;Bacteroidia;Bacteroidales;NA;NA
O3314;Bacteria;Firmicutes;Bacilli;Lactobacillales;Streptococcaceae;Streptococcus
O3315;Bacteria;Firmicutes;Bacilli;Lactobacillales;Streptococcaceae;Streptococcus
O3316;Bacteria;Firmicutes;Bacilli;Lactobacillales;Streptococcaceae;Streptococcus
O3317;Bacteria;Firmicutes;Bacilli;Lactobacillales;Streptococcaceae;Streptococcus
O3318;Bacteria;Firmicutes;Bacilli;Lactobacillales;Streptococcaceae;Streptococcus
O3319;Bacteria;Firmicutes;Bacilli;Lactobacillales;Streptococcaceae;Streptococcus
O3320;Bacteria;Firmicutes;Bacilli;Lactobacillales;Streptococcaceae;Streptococcus
O3321;Bacteria;Firmicutes;Clostridia;Peptostreptococcales-Tissierellales;Anaerovoracaceae;Mogibacterium
O3322;Bacteria;Actinobacteriota;Actinobacteria;0319-7L14;0319-7L14;0319-7L14
O3323;Bacteria;Proteobacteria;Gammaproteobacteria;Enterobacterales;Enterobacteriaceae;Escherichia-Shigella
O3324;Bacteria;Actinobacteriota;Thermoleophilia;Gaiellales;Gaiellaceae;Gaiella
O3325;Bacteria;Actinobacteriota;Actinobacteria;0319-7L14;0319-7L14;0319-7L14
O3326;Bacteria;Actinobacteriota;Thermoleophilia;Gaiellales;uncultured;uncultured
O3327;Bacteria;Actinobacteriota;Thermoleophilia;Gaiellales;uncultured;uncultured
